"year","state","acres","farms","cropland","cropland_irr","cropland_nonirr","agland","pastureland","deflator","cpi"
2011,"NEVADA",5890000,3900,2690,2690,2700,995,619,103.30725,224.939166666667
2012,"NEVADA",5910000,4150,2690,2690,2700,1040,619,105.213,229.593916666667
2013,"NEVADA",5950000,4150,2690,2690,2700,1040,619,106.90975,232.957083333333
2014,"NEVADA",5950000,4200,2670,2670,2700,1080,619,108.82275,236.736166666667
2015,"NEVADA",5950000,4200,2670,2670,2700,1130,619,109.9965,237.017
2016,"NEVADA",5950000,4200,2670,2670,2700,1110,619,111.436,240.007166666667
1850,"NEW HAMPSHIRE",NA,NA,NA,NA,NA,16,NA,NA,NA
1860,"NEW HAMPSHIRE",NA,NA,NA,NA,NA,19,NA,NA,NA
1870,"NEW HAMPSHIRE",NA,NA,NA,NA,NA,18,NA,NA,NA
1880,"NEW HAMPSHIRE",NA,NA,NA,NA,NA,20,NA,NA,NA
1890,"NEW HAMPSHIRE",NA,NA,NA,NA,NA,19,NA,NA,NA
1900,"NEW HAMPSHIRE",NA,NA,NA,NA,NA,19,NA,NA,NA
1910,"NEW HAMPSHIRE",NA,28000,NA,NA,NA,26,NA,NA,NA
1911,"NEW HAMPSHIRE",NA,27400,NA,NA,NA,27,NA,NA,NA
1912,"NEW HAMPSHIRE",NA,26800,NA,NA,NA,27,NA,NA,NA
1913,"NEW HAMPSHIRE",NA,26000,NA,NA,NA,28,NA,NA,9.88333333333333
1914,"NEW HAMPSHIRE",NA,25000,NA,NA,NA,28,NA,NA,10.0166666666667
1915,"NEW HAMPSHIRE",NA,24600,NA,NA,NA,28,NA,NA,10.1083333333333
1916,"NEW HAMPSHIRE",NA,24000,NA,NA,NA,27,NA,NA,10.8833333333333
1917,"NEW HAMPSHIRE",NA,23400,NA,NA,NA,28,NA,NA,12.825
1918,"NEW HAMPSHIRE",NA,22700,NA,NA,NA,30,NA,NA,15.0416666666667
1919,"NEW HAMPSHIRE",NA,22000,NA,NA,NA,31,NA,NA,17.3333333333333
1920,"NEW HAMPSHIRE",NA,21500,NA,NA,NA,35,NA,NA,20.0416666666667
1921,"NEW HAMPSHIRE",NA,21200,NA,NA,NA,35,NA,NA,17.85
1922,"NEW HAMPSHIRE",NA,21000,NA,NA,NA,37,NA,NA,16.75
1923,"NEW HAMPSHIRE",NA,21000,NA,NA,NA,34,NA,NA,17.05
1924,"NEW HAMPSHIRE",NA,21200,NA,NA,NA,36,NA,NA,17.125
1925,"NEW HAMPSHIRE",NA,21300,NA,NA,NA,38,NA,NA,17.5416666666667
1926,"NEW HAMPSHIRE",NA,20800,NA,NA,NA,39,NA,NA,17.7
1927,"NEW HAMPSHIRE",NA,19800,NA,NA,NA,39,NA,NA,17.3583333333333
1928,"NEW HAMPSHIRE",NA,18200,NA,NA,NA,39,NA,NA,17.1583333333333
1929,"NEW HAMPSHIRE",NA,17300,NA,NA,NA,39,NA,NA,17.1583333333333
1930,"NEW HAMPSHIRE",NA,17300,NA,NA,NA,39,NA,NA,16.7
1931,"NEW HAMPSHIRE",NA,17400,NA,NA,NA,39,NA,NA,15.2083333333333
1932,"NEW HAMPSHIRE",NA,17500,NA,NA,NA,36,NA,NA,13.6416666666667
1933,"NEW HAMPSHIRE",NA,17600,NA,NA,NA,33,NA,NA,12.9333333333333
1934,"NEW HAMPSHIRE",NA,17600,NA,NA,NA,32,NA,NA,13.3833333333333
1935,"NEW HAMPSHIRE",NA,17700,NA,NA,NA,32,NA,NA,13.725
1936,"NEW HAMPSHIRE",NA,17800,NA,NA,NA,33,NA,NA,13.8666666666667
1937,"NEW HAMPSHIRE",NA,17900,NA,NA,NA,34,NA,NA,14.3833333333333
1938,"NEW HAMPSHIRE",NA,18000,NA,NA,NA,34,NA,NA,14.0916666666667
1939,"NEW HAMPSHIRE",NA,18000,NA,NA,NA,34,NA,NA,13.9083333333333
1940,"NEW HAMPSHIRE",NA,18100,NA,NA,NA,34,NA,NA,14.0083333333333
1941,"NEW HAMPSHIRE",NA,18200,NA,NA,NA,36,NA,NA,14.725
1942,"NEW HAMPSHIRE",NA,18400,NA,NA,NA,39,NA,NA,16.3333333333333
1943,"NEW HAMPSHIRE",NA,19000,NA,NA,NA,42,NA,NA,17.3083333333333
1944,"NEW HAMPSHIRE",NA,19000,NA,NA,NA,47,NA,NA,17.5916666666667
1945,"NEW HAMPSHIRE",NA,19000,NA,NA,NA,54,NA,NA,17.9916666666667
1946,"NEW HAMPSHIRE",NA,18500,NA,NA,NA,59,NA,NA,19.5166666666667
1947,"NEW HAMPSHIRE",NA,17700,NA,NA,NA,68,NA,12.886,22.325
1948,"NEW HAMPSHIRE",NA,17000,NA,NA,NA,73,NA,13.603,24.0416666666667
1949,"NEW HAMPSHIRE",NA,16400,NA,NA,NA,76,NA,13.58075,23.8083333333333
1950,"NEW HAMPSHIRE",1850000,15800,NA,NA,NA,73,NA,13.7375,24.0666666666667
1951,"NEW HAMPSHIRE",1800000,14500,NA,NA,NA,78,NA,14.7145,25.9583333333333
1952,"NEW HAMPSHIRE",1700000,13200,NA,NA,NA,82,NA,14.971,26.55
1953,"NEW HAMPSHIRE",1600000,12000,NA,NA,NA,86,NA,15.157,26.7666666666667
1954,"NEW HAMPSHIRE",1550000,10900,NA,NA,NA,86,NA,15.2975,26.85
1955,"NEW HAMPSHIRE",1500000,10000,NA,NA,NA,87,NA,15.55775,26.775
1956,"NEW HAMPSHIRE",1450000,9000,NA,NA,NA,88,NA,16.09,27.1833333333333
1957,"NEW HAMPSHIRE",1400000,8500,NA,NA,NA,90,NA,16.6245,28.0916666666667
1958,"NEW HAMPSHIRE",1350000,8000,NA,NA,NA,93,NA,16.9995,28.8583333333333
1959,"NEW HAMPSHIRE",1300000,7500,NA,NA,NA,100,NA,17.23675,29.15
1960,"NEW HAMPSHIRE",1240000,7000,NA,NA,NA,104,NA,17.4765,29.575
1961,"NEW HAMPSHIRE",1180000,6500,NA,NA,NA,105,NA,17.66775,29.8916666666667
1962,"NEW HAMPSHIRE",1120000,6000,NA,NA,NA,113,NA,17.886,30.25
1963,"NEW HAMPSHIRE",1060000,5600,NA,NA,NA,114,NA,18.08725,30.625
1964,"NEW HAMPSHIRE",1000000,5200,NA,NA,NA,125,NA,18.365,31.0166666666667
1965,"NEW HAMPSHIRE",940000,4800,NA,NA,NA,135,NA,18.7,31.5083333333333
1966,"NEW HAMPSHIRE",860000,4300,NA,NA,NA,155,NA,19.226,32.4583333333333
1967,"NEW HAMPSHIRE",800000,3900,NA,NA,NA,171,NA,19.78475,33.3583333333333
1968,"NEW HAMPSHIRE",740000,3600,NA,NA,NA,194,NA,20.62475,34.7833333333333
1969,"NEW HAMPSHIRE",690000,3300,NA,NA,NA,218,NA,21.6415,36.6833333333333
1970,"NEW HAMPSHIRE",670000,3200,NA,NA,NA,239,NA,22.7845,38.825
1971,"NEW HAMPSHIRE",650000,3200,NA,NA,NA,285,NA,23.9395,40.4916666666667
1972,"NEW HAMPSHIRE",620000,3200,NA,NA,NA,339,NA,24.97325,41.8166666666667
1973,"NEW HAMPSHIRE",600000,3100,NA,NA,NA,404,NA,26.33475,44.4
1974,"NEW HAMPSHIRE",580000,3000,NA,NA,NA,493,NA,28.7075,49.3083333333333
1975,"NEW HAMPSHIRE",515000,2600,NA,NA,NA,564,NA,31.35275,53.8166666666667
1976,"NEW HAMPSHIRE",525000,2900,NA,NA,NA,625,NA,33.07925,56.9083333333333
1977,"NEW HAMPSHIRE",535000,3100,NA,NA,NA,696,NA,35.1265,60.6083333333333
1978,"NEW HAMPSHIRE",545000,3200,NA,NA,NA,787,NA,37.58525,65.2333333333333
1979,"NEW HAMPSHIRE",545000,3200,NA,NA,NA,919,NA,40.70175,72.575
1980,"NEW HAMPSHIRE",545000,3400,NA,NA,NA,1004,NA,44.37825,82.4083333333333
1981,"NEW HAMPSHIRE",545000,3400,NA,NA,NA,1078,NA,48.5215,90.925
1982,"NEW HAMPSHIRE",540000,3400,NA,NA,NA,1136,NA,51.53025,96.5
1983,"NEW HAMPSHIRE",540000,3400,NA,NA,NA,1174,NA,53.5535,99.6
1984,"NEW HAMPSHIRE",540000,3400,NA,NA,NA,1253,NA,55.45925,103.883333333333
1985,"NEW HAMPSHIRE",540000,3400,NA,NA,NA,1439,NA,57.23575,107.566666666667
1986,"NEW HAMPSHIRE",520000,3200,NA,NA,NA,1682,NA,58.393,109.608333333333
1987,"NEW HAMPSHIRE",500000,3200,NA,NA,NA,1847,NA,59.8785,113.625
1988,"NEW HAMPSHIRE",490000,3200,NA,NA,NA,2112,NA,61.9735,118.258333333333
1989,"NEW HAMPSHIRE",460000,3000,NA,NA,NA,2253,NA,64.38775,123.966666666667
1990,"NEW HAMPSHIRE",440000,2700,NA,NA,NA,2269,NA,66.77425,130.658333333333
1991,"NEW HAMPSHIRE",440000,2700,NA,NA,NA,2194,NA,68.993,136.191666666667
1992,"NEW HAMPSHIRE",440000,2700,NA,NA,NA,2103,NA,70.5635,140.316666666667
1993,"NEW HAMPSHIRE",430000,2700,NA,NA,NA,2256,NA,72.24375,144.458333333333
1994,"NEW HAMPSHIRE",420000,2700,NA,NA,NA,2250,NA,73.7805,148.225
1995,"NEW HAMPSHIRE",420000,2800,NA,NA,NA,2250,NA,75.32125,152.383333333333
1996,"NEW HAMPSHIRE",420000,2900,NA,NA,NA,2250,NA,76.695,156.85
1997,"NEW HAMPSHIRE",420000,3000,NA,NA,NA,2250,NA,78.0085,160.516666666667
1998,"NEW HAMPSHIRE",430000,3200,NA,NA,NA,2250,NA,78.85475,163.008333333333
1999,"NEW HAMPSHIRE",440000,3300,NA,NA,NA,2300,NA,80.0605,166.575
2000,"NEW HAMPSHIRE",440000,3300,NA,NA,NA,2400,NA,81.88275,172.2
2001,"NEW HAMPSHIRE",440000,3300,NA,NA,NA,2550,NA,83.75275,177.066666666667
2002,"NEW HAMPSHIRE",450000,3400,NA,NA,NA,2800,NA,85.0375,179.875
2003,"NEW HAMPSHIRE",450000,3400,NA,NA,NA,3100,NA,86.7285,183.958333333333
2004,"NEW HAMPSHIRE",450000,3400,NA,NA,NA,3400,NA,89.1135,188.883333333333
2005,"NEW HAMPSHIRE",460000,3400,NA,NA,NA,3780,NA,91.98125,195.291666666667
2006,"NEW HAMPSHIRE",460000,3400,NA,NA,NA,4240,NA,94.8115,201.591666666667
2007,"NEW HAMPSHIRE",470000,4150,NA,NA,NA,4800,NA,97.33375,207.342416666667
2008,"NEW HAMPSHIRE",470000,4200,NA,NA,NA,4900,NA,99.24975,215.3025
2009,"NEW HAMPSHIRE",470000,4250,NA,NA,NA,4770,NA,99.99975,214.537
2010,"NEW HAMPSHIRE",470000,4300,NA,NA,NA,4690,NA,101.217,218.0555
2011,"NEW HAMPSHIRE",460000,4300,NA,NA,NA,4560,NA,103.30725,224.939166666667
2012,"NEW HAMPSHIRE",470000,4400,NA,NA,NA,4440,NA,105.213,229.593916666667
2013,"NEW HAMPSHIRE",470000,4400,NA,NA,NA,4310,NA,106.90975,232.957083333333
2014,"NEW HAMPSHIRE",470000,4400,NA,NA,NA,4280,NA,108.82275,236.736166666667
2015,"NEW HAMPSHIRE",470000,4400,NA,NA,NA,4280,NA,109.9965,237.017
2016,"NEW HAMPSHIRE",470000,4400,NA,NA,NA,4350,NA,111.436,240.007166666667
1850,"NEW JERSEY",NA,NA,NA,NA,NA,44,NA,NA,NA
1860,"NEW JERSEY",NA,NA,NA,NA,NA,60,NA,NA,NA
1870,"NEW JERSEY",NA,NA,NA,NA,NA,69,NA,NA,NA
1880,"NEW JERSEY",NA,NA,NA,NA,NA,65,NA,NA,NA
1890,"NEW JERSEY",NA,NA,NA,NA,NA,60,NA,NA,NA
1900,"NEW JERSEY",NA,NA,NA,NA,NA,57,NA,NA,NA
1910,"NEW JERSEY",NA,34400,NA,NA,NA,84,NA,NA,NA
1911,"NEW JERSEY",NA,34000,NA,NA,NA,86,NA,NA,NA
1912,"NEW JERSEY",NA,33500,NA,NA,NA,87,NA,NA,NA
1913,"NEW JERSEY",NA,33000,NA,NA,NA,88,NA,NA,9.88333333333333
1914,"NEW JERSEY",NA,32800,NA,NA,NA,90,NA,NA,10.0166666666667
1915,"NEW JERSEY",NA,32200,NA,NA,NA,87,NA,NA,10.1083333333333
1916,"NEW JERSEY",NA,31800,NA,NA,NA,89,NA,NA,10.8833333333333
1917,"NEW JERSEY",NA,31600,NA,NA,NA,95,NA,NA,12.825
1918,"NEW JERSEY",NA,31200,NA,NA,NA,98,NA,NA,15.0416666666667
1919,"NEW JERSEY",NA,30800,NA,NA,NA,101,NA,NA,17.3333333333333
1920,"NEW JERSEY",NA,30600,NA,NA,NA,110,NA,NA,20.0416666666667
1921,"NEW JERSEY",NA,30500,NA,NA,NA,116,NA,NA,17.85
1922,"NEW JERSEY",NA,30200,NA,NA,NA,113,NA,NA,16.75
1923,"NEW JERSEY",NA,30000,NA,NA,NA,113,NA,NA,17.05
1924,"NEW JERSEY",NA,30000,NA,NA,NA,125,NA,NA,17.125
1925,"NEW JERSEY",NA,29700,NA,NA,NA,136,NA,NA,17.5416666666667
1926,"NEW JERSEY",NA,29400,NA,NA,NA,149,NA,NA,17.7
1927,"NEW JERSEY",NA,28800,NA,NA,NA,155,NA,NA,17.3583333333333
1928,"NEW JERSEY",NA,27700,NA,NA,NA,160,NA,NA,17.1583333333333
1929,"NEW JERSEY",NA,27300,NA,NA,NA,166,NA,NA,17.1583333333333
1930,"NEW JERSEY",NA,27300,NA,NA,NA,170,NA,NA,16.7
1931,"NEW JERSEY",NA,27300,NA,NA,NA,164,NA,NA,15.2083333333333
1932,"NEW JERSEY",NA,28000,NA,NA,NA,155,NA,NA,13.6416666666667
1933,"NEW JERSEY",NA,28600,NA,NA,NA,142,NA,NA,12.9333333333333
1934,"NEW JERSEY",NA,29000,NA,NA,NA,139,NA,NA,13.3833333333333
1935,"NEW JERSEY",NA,29400,NA,NA,NA,135,NA,NA,13.725
1936,"NEW JERSEY",NA,29000,NA,NA,NA,134,NA,NA,13.8666666666667
1937,"NEW JERSEY",NA,28800,NA,NA,NA,131,NA,NA,14.3833333333333
1938,"NEW JERSEY",NA,28400,NA,NA,NA,125,NA,NA,14.0916666666667
1939,"NEW JERSEY",NA,28000,NA,NA,NA,125,NA,NA,13.9083333333333
1940,"NEW JERSEY",NA,27200,NA,NA,NA,122,NA,NA,14.0083333333333
1941,"NEW JERSEY",NA,27000,NA,NA,NA,136,NA,NA,14.725
1942,"NEW JERSEY",NA,26800,NA,NA,NA,152,NA,NA,16.3333333333333
1943,"NEW JERSEY",NA,26600,NA,NA,NA,169,NA,NA,17.3083333333333
1944,"NEW JERSEY",NA,26800,NA,NA,NA,180,NA,NA,17.5916666666667
1945,"NEW JERSEY",NA,27100,NA,NA,NA,199,NA,NA,17.9916666666667
1946,"NEW JERSEY",NA,27100,NA,NA,NA,225,NA,NA,19.5166666666667
1947,"NEW JERSEY",NA,27000,NA,NA,NA,262,NA,12.886,22.325
1948,"NEW JERSEY",NA,27000,NA,NA,NA,272,NA,13.603,24.0416666666667
1949,"NEW JERSEY",NA,26900,NA,NA,NA,291,NA,13.58075,23.8083333333333
1950,"NEW JERSEY",1770000,26900,NA,NA,NA,293,NA,13.7375,24.0666666666667
1951,"NEW JERSEY",1740000,26000,NA,NA,NA,311,NA,14.7145,25.9583333333333
1952,"NEW JERSEY",1720000,25000,NA,NA,NA,351,NA,14.971,26.55
1953,"NEW JERSEY",1710000,24000,NA,NA,NA,375,NA,15.157,26.7666666666667
1954,"NEW JERSEY",1700000,23000,NA,NA,NA,380,NA,15.2975,26.85
1955,"NEW JERSEY",1650000,21600,NA,NA,NA,421,NA,15.55775,26.775
1956,"NEW JERSEY",1600000,20200,NA,NA,NA,425,NA,16.09,27.1833333333333
1957,"NEW JERSEY",1560000,19000,NA,NA,NA,457,NA,16.6245,28.0916666666667
1958,"NEW JERSEY",1530000,18000,NA,NA,NA,482,NA,16.9995,28.8583333333333
1959,"NEW JERSEY",1500000,17000,NA,NA,NA,508,NA,17.23675,29.15
1960,"NEW JERSEY",1460000,15800,NA,NA,NA,528,NA,17.4765,29.575
1961,"NEW JERSEY",1440000,15200,NA,NA,NA,553,NA,17.66775,29.8916666666667
1962,"NEW JERSEY",1410000,14600,NA,NA,NA,569,NA,17.886,30.25
1963,"NEW JERSEY",1370000,13300,NA,NA,NA,579,NA,18.08725,30.625
1964,"NEW JERSEY",1300000,12000,NA,NA,NA,626,NA,18.365,31.0166666666667
1965,"NEW JERSEY",1220000,11000,NA,NA,NA,672,NA,18.7,31.5083333333333
1966,"NEW JERSEY",1160000,10000,NA,NA,NA,742,NA,19.226,32.4583333333333
1967,"NEW JERSEY",1120000,9500,NA,NA,NA,781,NA,19.78475,33.3583333333333
1968,"NEW JERSEY",1080000,9100,NA,NA,NA,871,NA,20.62475,34.7833333333333
1969,"NEW JERSEY",1080000,8900,NA,NA,NA,968,NA,21.6415,36.6833333333333
1970,"NEW JERSEY",1060000,8600,NA,NA,NA,1092,NA,22.7845,38.825
1971,"NEW JERSEY",1050000,8500,NA,NA,NA,1132,NA,23.9395,40.4916666666667
1972,"NEW JERSEY",1045000,8500,NA,NA,NA,1224,NA,24.97325,41.8166666666667
1973,"NEW JERSEY",1035000,8500,NA,NA,NA,1337,NA,26.33475,44.4
1974,"NEW JERSEY",1030000,8400,NA,NA,NA,1582,NA,28.7075,49.3083333333333
1975,"NEW JERSEY",1035000,8600,NA,NA,NA,1807,NA,31.35275,53.8166666666667
1976,"NEW JERSEY",1020000,8900,NA,NA,NA,2106,NA,33.07925,56.9083333333333
1977,"NEW JERSEY",1000000,8600,NA,NA,NA,2211,NA,35.1265,60.6083333333333
1978,"NEW JERSEY",1040000,9000,NA,NA,NA,2386,NA,37.58525,65.2333333333333
1979,"NEW JERSEY",1030000,9600,NA,NA,NA,2701,NA,40.70175,72.575
1980,"NEW JERSEY",1020000,9400,NA,NA,NA,2947,NA,44.37825,82.4083333333333
1981,"NEW JERSEY",1030000,9500,NA,NA,NA,3040,NA,48.5215,90.925
1982,"NEW JERSEY",1020000,9500,NA,NA,NA,3181,NA,51.53025,96.5
1983,"NEW JERSEY",1000000,9500,NA,NA,NA,3140,NA,53.5535,99.6
1984,"NEW JERSEY",980000,9300,NA,NA,NA,2959,NA,55.45925,103.883333333333
1985,"NEW JERSEY",960000,9100,NA,NA,NA,2951,NA,57.23575,107.566666666667
1986,"NEW JERSEY",920000,8800,NA,NA,NA,2997,NA,58.393,109.608333333333
1987,"NEW JERSEY",900000,8500,NA,NA,NA,3729,NA,59.8785,113.625
1988,"NEW JERSEY",880000,8300,NA,NA,NA,3969,NA,61.9735,118.258333333333
1989,"NEW JERSEY",880000,8300,NA,NA,NA,4947,NA,64.38775,123.966666666667
1990,"NEW JERSEY",870000,8100,NA,NA,NA,5494,NA,66.77425,130.658333333333
1991,"NEW JERSEY",880000,8500,NA,NA,NA,6341,NA,68.993,136.191666666667
1992,"NEW JERSEY",880000,9000,NA,NA,NA,6710,NA,70.5635,140.316666666667
1993,"NEW JERSEY",870000,9400,NA,NA,NA,6942,NA,72.24375,144.458333333333
1994,"NEW JERSEY",860000,9400,NA,NA,NA,6950,NA,73.7805,148.225
1995,"NEW JERSEY",850000,9500,NA,NA,NA,7000,NA,75.32125,152.383333333333
1996,"NEW JERSEY",840000,9500,NA,NA,NA,7100,NA,76.695,156.85
1997,"NEW JERSEY",830000,9600,8500,NA,NA,7100,9100,78.0085,160.516666666667
1998,"NEW JERSEY",830000,9600,8000,NA,NA,7000,8800,78.85475,163.008333333333
1999,"NEW JERSEY",830000,9600,8200,NA,NA,7300,9000,80.0605,166.575
2000,"NEW JERSEY",830000,9700,8400,NA,NA,7600,9200,81.88275,172.2
2001,"NEW JERSEY",830000,9800,8700,NA,NA,8100,9500,83.75275,177.066666666667
2002,"NEW JERSEY",820000,9900,9000,NA,NA,8600,9700,85.0375,179.875
2003,"NEW JERSEY",810000,9900,9300,NA,NA,9100,10000,86.7285,183.958333333333
2004,"NEW JERSEY",790000,9900,11300,NA,NA,10800,12200,89.1135,188.883333333333
2005,"NEW JERSEY",760000,9800,13000,NA,NA,12500,13500,91.98125,195.291666666667
2006,"NEW JERSEY",740000,9800,14900,NA,NA,14400,15500,94.8115,201.591666666667
2007,"NEW JERSEY",730000,10300,16000,NA,NA,15700,16800,97.33375,207.342416666667
2008,"NEW JERSEY",710000,10000,15600,NA,NA,15300,16500,99.24975,215.3025
2009,"NEW JERSEY",720000,9800,14000,NA,NA,13800,14900,99.99975,214.537
2010,"NEW JERSEY",710000,9600,13300,NA,NA,13100,14200,101.217,218.0555
2011,"NEW JERSEY",720000,9400,12900,NA,NA,12800,14000,103.30725,224.939166666667
2012,"NEW JERSEY",720000,9100,12400,NA,NA,12300,13600,105.213,229.593916666667
2013,"NEW JERSEY",720000,9100,12900,NA,NA,12800,13500,106.90975,232.957083333333
2014,"NEW JERSEY",720000,9100,13000,NA,NA,12800,13500,108.82275,236.736166666667
2015,"NEW JERSEY",720000,9100,13500,NA,NA,13000,13500,109.9965,237.017
2016,"NEW JERSEY",720000,9100,13000,NA,NA,12800,12500,111.436,240.007166666667
1850,"NEW MEXICO",NA,NA,NA,NA,NA,6,NA,NA,NA
1860,"NEW MEXICO",NA,NA,NA,NA,NA,2,NA,NA,NA
1870,"NEW MEXICO",NA,NA,NA,NA,NA,2,NA,NA,NA
1880,"NEW MEXICO",NA,NA,NA,NA,NA,9,NA,NA,NA
1890,"NEW MEXICO",NA,NA,NA,NA,NA,10,NA,NA,NA
1900,"NEW MEXICO",NA,NA,NA,NA,NA,4,NA,NA,NA
1910,"NEW MEXICO",NA,35700,NA,NA,NA,10,NA,NA,NA
1911,"NEW MEXICO",NA,35400,NA,NA,NA,10,NA,NA,NA
1912,"NEW MEXICO",NA,34800,NA,NA,NA,9,NA,NA,NA
1913,"NEW MEXICO",NA,34500,NA,NA,NA,9,NA,NA,9.88333333333333
1914,"NEW MEXICO",NA,34000,NA,NA,NA,8,NA,NA,10.0166666666667
1915,"NEW MEXICO",NA,33800,NA,NA,NA,8,NA,NA,10.1083333333333
1916,"NEW MEXICO",NA,33400,NA,NA,NA,8,NA,NA,10.8833333333333
1917,"NEW MEXICO",NA,32800,NA,NA,NA,8,NA,NA,12.825
1918,"NEW MEXICO",NA,32000,NA,NA,NA,8,NA,NA,15.0416666666667
1919,"NEW MEXICO",NA,31800,NA,NA,NA,8,NA,NA,17.3333333333333
1920,"NEW MEXICO",NA,31500,NA,NA,NA,9,NA,NA,20.0416666666667
1921,"NEW MEXICO",NA,31400,NA,NA,NA,8,NA,NA,17.85
1922,"NEW MEXICO",NA,31400,NA,NA,NA,7,NA,NA,16.75
1923,"NEW MEXICO",NA,31400,NA,NA,NA,7,NA,NA,17.05
1924,"NEW MEXICO",NA,31500,NA,NA,NA,7,NA,NA,17.125
1925,"NEW MEXICO",NA,31700,NA,NA,NA,6,NA,NA,17.5416666666667
1926,"NEW MEXICO",NA,32000,NA,NA,NA,6,NA,NA,17.7
1927,"NEW MEXICO",NA,32400,NA,NA,NA,6,NA,NA,17.3583333333333
1928,"NEW MEXICO",NA,32800,NA,NA,NA,6,NA,NA,17.1583333333333
1929,"NEW MEXICO",NA,33500,NA,NA,NA,6,NA,NA,17.1583333333333
1930,"NEW MEXICO",NA,34500,NA,NA,NA,7,NA,NA,16.7
1931,"NEW MEXICO",NA,35700,NA,NA,NA,6,NA,NA,15.2083333333333
1932,"NEW MEXICO",NA,36100,NA,NA,NA,5,NA,NA,13.6416666666667
1933,"NEW MEXICO",NA,36700,NA,NA,NA,4,NA,NA,12.9333333333333
1934,"NEW MEXICO",NA,37700,NA,NA,NA,4,NA,NA,13.3833333333333
1935,"NEW MEXICO",NA,38800,NA,NA,NA,4,NA,NA,13.725
1936,"NEW MEXICO",NA,37000,NA,NA,NA,5,NA,NA,13.8666666666667
1937,"NEW MEXICO",NA,35800,NA,NA,NA,5,NA,NA,14.3833333333333
1938,"NEW MEXICO",NA,34500,NA,NA,NA,5,NA,NA,14.0916666666667
1939,"NEW MEXICO",NA,33000,NA,NA,NA,5,NA,NA,13.9083333333333
1940,"NEW MEXICO",NA,32000,NA,NA,NA,5,NA,NA,14.0083333333333
1941,"NEW MEXICO",NA,31500,NA,NA,NA,5,NA,NA,14.725
1942,"NEW MEXICO",NA,31000,NA,NA,NA,6,NA,NA,16.3333333333333
1943,"NEW MEXICO",NA,30500,NA,NA,NA,7,NA,NA,17.3083333333333
1944,"NEW MEXICO",NA,30000,NA,NA,NA,8,NA,NA,17.5916666666667
1945,"NEW MEXICO",NA,29700,NA,NA,NA,10,NA,NA,17.9916666666667
1946,"NEW MEXICO",NA,29000,NA,NA,NA,11,NA,NA,19.5166666666667
1947,"NEW MEXICO",NA,28000,NA,NA,NA,12,NA,12.886,22.325
1948,"NEW MEXICO",NA,27200,NA,NA,NA,14,NA,13.603,24.0416666666667
1949,"NEW MEXICO",NA,26400,NA,NA,NA,15,NA,13.58075,23.8083333333333
1950,"NEW MEXICO",51000000,25600,NA,NA,NA,15,NA,13.7375,24.0666666666667
1951,"NEW MEXICO",51200000,24900,NA,NA,NA,18,NA,14.7145,25.9583333333333
1952,"NEW MEXICO",51500000,24100,NA,NA,NA,20,NA,14.971,26.55
1953,"NEW MEXICO",51700000,23400,NA,NA,NA,21,NA,15.157,26.7666666666667
1954,"NEW MEXICO",52000000,22700,NA,NA,NA,21,NA,15.2975,26.85
1955,"NEW MEXICO",52000000,22000,NA,NA,NA,22,NA,15.55775,26.775
1956,"NEW MEXICO",52000000,21300,NA,NA,NA,22,NA,16.09,27.1833333333333
1957,"NEW MEXICO",52000000,20500,NA,NA,NA,21,NA,16.6245,28.0916666666667
1958,"NEW MEXICO",51900000,19800,NA,NA,NA,22,NA,16.9995,28.8583333333333
1959,"NEW MEXICO",51900000,19000,NA,NA,NA,22,NA,17.23675,29.15
1960,"NEW MEXICO",51500000,18200,NA,NA,NA,24,NA,17.4765,29.575
1961,"NEW MEXICO",51000000,17400,NA,NA,NA,26,NA,17.66775,29.8916666666667
1962,"NEW MEXICO",50500000,16700,NA,NA,NA,28,NA,17.886,30.25
1963,"NEW MEXICO",49500000,16100,NA,NA,NA,30,NA,18.08725,30.625
1964,"NEW MEXICO",49000000,15400,NA,NA,NA,33,NA,18.365,31.0166666666667
1965,"NEW MEXICO",48800000,14900,NA,NA,NA,35,NA,18.7,31.5083333333333
1966,"NEW MEXICO",48700000,14600,NA,NA,NA,38,NA,19.226,32.4583333333333
1967,"NEW MEXICO",48600000,14300,NA,NA,NA,40,NA,19.78475,33.3583333333333
1968,"NEW MEXICO",48300000,13600,NA,NA,NA,40,NA,20.62475,34.7833333333333
1969,"NEW MEXICO",48000000,13000,NA,NA,NA,41,NA,21.6415,36.6833333333333
1970,"NEW MEXICO",47800000,12400,NA,NA,NA,42,NA,22.7845,38.825
1971,"NEW MEXICO",47600000,12200,NA,NA,NA,45,NA,23.9395,40.4916666666667
1972,"NEW MEXICO",47500000,12000,NA,NA,NA,49,NA,24.97325,41.8166666666667
1973,"NEW MEXICO",47500000,12000,NA,NA,NA,56,NA,26.33475,44.4
1974,"NEW MEXICO",47400000,12200,NA,NA,NA,73,NA,28.7075,49.3083333333333
1975,"NEW MEXICO",47000000,12000,NA,NA,NA,78,NA,31.35275,53.8166666666667
1976,"NEW MEXICO",46900000,12300,NA,NA,NA,86,NA,33.07925,56.9083333333333
1977,"NEW MEXICO",46800000,12600,NA,NA,NA,101,NA,35.1265,60.6083333333333
1978,"NEW MEXICO",46800000,13000,NA,NA,NA,112,NA,37.58525,65.2333333333333
1979,"NEW MEXICO",46800000,13300,NA,NA,NA,143,NA,40.70175,72.575
